wkt_geom;generator:source;generator:output
Point (8.69750340000000044 53.71888620000000003);wind;1.3
Point (8.51644319999999944 53.62243939999999753);wind;300
Point (8.51845340000000029 53.62183290000000113);wind;300
Point (8.51326859999999996 53.62449490000000196);wind;450
Point (8.5201046999999992 53.62369350000000168);wind;450
Point (8.52209640000000057 53.62312949999999745);wind;300
Point (8.51805169999999912 53.62433850000000035);wind;450
Point (8.51999080000000042 53.62065330000000074);wind;300
Point (8.52105919999999983 53.62186319999999995);wind;300
Point (9.59985119999999981 54.49686109999999672);wind;
Point (8.51600250000000081 53.62494929999999727);wind;450
Point (8.41273990000000005 53.45234659999999849);wind;1500
Point (8.96601719999999958 54.18462900000000104);wind;
Point (8.41327640000000088 53.46511040000000037);wind;1500
Point (8.41308330000000026 53.46053700000000219);wind;1500
Point (8.41314760000000028 53.46284930000000202);wind;1500
Point (8.41280429999999946 53.45465990000000289);wind;1500
Point (8.41293310000000005 53.45702359999999942);wind;1500
Point (8.4369013000000006 53.47256910000000119);wind;
Point (9.50695570000000068 54.99183479999999946);wind;yes
Point (9.85764759999999995 54.62527180000000016);biogas;yes
Point (9.19490240000000014 54.45467529999999812);wind;2.3
Point (10.72270939999999939 53.94323570000000245);biomass;
Point (9.36339509999999997 53.4759718000000035);wind;
Point (9.35396760000000071 53.47896060000000062);wind;
Point (9.37129969999999979 53.4794029999999978);wind;
Point (9.36509930000000068 53.4790253999999976);wind;
Point (9.36859839999999977 53.47655449999999888);wind;
Point (9.35968749999999972 53.47836180000000184);wind;
Point (10.27864220000000017 54.23924139999999738);gas;420
Point (10.30849180000000054 54.26063750000000141);biomass;
Point (9.01130509999999951 54.20721840000000213);wind;
Point (9.01063989999999926 54.20407790000000148);wind;
Point (9.01522439999999925 54.16716389999999848);wind;
Point (9.01835310000000057 54.20383000000000351);wind;
Point (9.00865540000000031 54.15780079999999685);wind;
Point (9.01260380000000083 54.16518419999999878);wind;
Point (8.67966359999999959 54.98884079999999841);wind;yes
Point (8.95253710000000069 54.14808390000000315);wind;
Point (8.67964210000000058 54.99073049999999796);wind;yes
Point (8.67958849999999948 54.99455269999999985);wind;yes
Point (8.6641496999999994 55.03036290000000008);wind;yes
Point (8.67963139999999989 54.99266320000000263);wind;yes
Point (8.67278639999999967 55.02810610000000224);wind;yes
Point (8.66870950000000029 55.02808759999999921);wind;yes
Point (8.68088670000000029 55.02814300000000003);wind;yes
Point (8.67684189999999944 55.0281306999999984);wind;yes
Point (8.68041460000000065 55.03047349999999938);wind;yes
Point (8.66821589999999986 55.03039359999999647);wind;yes
Point (8.67228219999999972 55.03042429999999996);wind;yes
Point (8.67637460000000083 55.03044580000000252);wind;yes
Point (9.06570609999999988 54.58522529999999762);wind;
Point (9.07304459999999935 54.58426810000000273);wind;
Point (8.91169119999999992 54.01448359999999838);wind;
Point (9.06964359999999914 54.5847344000000021);wind;
Point (9.83817640000000004 54.0144921999999994);wind;
Point (8.91334849999999967 54.01650680000000193);wind;
Point (9.54852900000000027 54.63592959999999721);wind;
Point (9.84588150000000084 54.01140989999999675);wind;
Point (9.54893129999999957 54.63310280000000319);wind;
Point (9.5469539000000001 54.63796930000000174);wind;
Point (8.62204249999999917 54.8346045999999987);wind;
Point (8.6107054999999999 54.84543519999999717);wind;
Point (8.63770389999999999 54.8296100000000024);wind;
Point (8.63801770000000069 54.83175279999999674);wind;
Point (8.61108100000000043 54.84788149999999973);wind;
Point (8.63235290000000077 54.82851149999999762);wind;
Point (8.62543280000000046 54.83260719999999822);wind;
Point (8.63737740000000009 54.82766279999999881);wind;
Point (8.62880969999999969 54.8306034000000011);wind;
Point (8.63829959999999986 54.8339193999999992);wind;
Point (9.29031870000000026 54.61471699999999885);wind;
Point (8.61033059999999928 54.84303179999999855);wind;
Point (9.28963620000000034 54.61792189999999891);wind;
Point (9.29013169999999988 54.61633570000000049);wind;
Point (8.64462759999999975 54.87279500000000354);wind;3400
Point (8.6442660999999994 54.87030500000000188);wind;3400
Point (8.64045319999999961 54.84784439999999961);wind;
Point (8.64491100000000046 54.87543170000000003);wind;3400
Point (8.63119790000000009 53.63933320000000293);wind;1000
Point (8.6443329999999996 54.8779730999999984);wind;3400
Point (8.62922380000000011 53.636534300000001);wind;1000
Point (8.62339629999999957 53.63002440000000348);wind;1000
Point (8.61099049999999977 53.6317112999999992);wind;1000
Point (8.63825749999999992 53.64253889999999814);wind;1000
Point (8.61521199999999965 53.63155960000000277);wind;1000
Point (8.61834299999999942 53.63303549999999831);wind;1000
Point (8.61126379999999969 53.63355719999999849);wind;1000
Point (8.63364409999999971 53.63742489999999918);wind;1000
Point (8.62255049999999912 53.6326792999999995);wind;1000
Point (8.63506029999999924 53.64049080000000203);wind;1000
Point (8.54603909999999978 53.60430589999999995);wind;2300
Point (8.54874309999999937 53.60281849999999793);wind;2300
Point (8.56353410000000004 53.64615520000000259);wind;2050
Point (8.56898319999999991 53.63957109999999773);wind;600
Point (8.56930889999999934 53.64245770000000135);wind;600
Point (8.5761011000000007 53.64204860000000252);wind;600
Point (8.5670421999999995 53.64617979999999875);wind;600
Point (8.56529079999999965 53.64183260000000075);wind;2050
Point (8.57130000000000081 53.64546800000000104);wind;600
Point (8.55990010000000012 53.64639650000000159);wind;600
Point (8.56117610000000084 53.64286750000000126);wind;2050
Point (8.55944369999999921 53.64501049999999793);wind;600
Point (8.57635100000000072 53.64073770000000252);wind;600
Point (8.56857229999999959 53.64110809999999674);wind;600
Point (10.6271324000000007 53.63403710000000046);wind;900
Point (10.61977890000000002 53.62513990000000064);wind;900
Point (10.61545459999999963 53.62785079999999738);wind;900
Point (10.61442850000000071 53.6253329999999977);wind;900
Point (10.62253809999999987 53.63093659999999829);wind;900
Point (10.63094450000000002 53.6326092999999986);wind;900
Point (9.44263510000000039 54.66166779999999648);wind;
Point (10.61657600000000023 53.63179920000000322);wind;900
Point (8.8811157000000005 53.56397630000000021);wind;
Point (9.44312159999999956 54.66011989999999798);wind;
Point (8.89836949999999938 53.56890769999999691);wind;
Point (8.90126360000000005 53.56686450000000121);wind;
Point (8.89356740000000023 53.56481509999999702);wind;
Point (8.89267839999999943 53.56128559999999794);wind;
Point (8.74334630000000068 53.51354669999999913);wind;2000
Point (8.74022420000000011 53.51174790000000314);wind;2000
Point (8.74701660000000025 53.50969320000000096);wind;2000
Point (8.74521419999999949 53.51160720000000026);wind;2000
Point (8.5488666999999996 53.5945937999999984);wind;2000
Point (9.55583239999999989 54.98532260000000349);wind;yes
Point (10.7514365999999999 54.90914120000000054);wind;yes
Point (10.5288062999999994 54.97818500000000341);wind;yes
Point (10.77827040000000025 54.93496629999999925);wind;yes
Point (10.52874959999999938 54.97951650000000257);wind;yes
Point (10.76257410000000014 54.92078949999999793);wind;yes
Point (10.76213219999999993 54.92200590000000204);wind;yes
Point (10.64032920000000004 54.97136059999999702);wind;yes
Point (10.74806489999999926 54.95194599999999951);wind;yes
Point (10.74884390000000067 54.90959500000000304);wind;yes
Point (10.74655570000000004 54.92912100000000208);wind;yes
Point (10.74701519999999988 54.91677899999999823);wind;yes
Point (10.66877500000000012 54.98462700000000325);wind;yes
Point (9.56280220000000014 54.99493669999999668);wind;yes
Point (10.74548730000000063 54.93977670000000302);wind;yes
Point (9.86674009999999946 53.50078789999999884);wind;600
Point (10.42268170000000005 53.9189179999999979);wind;1000
Point (9.86709699999999934 53.50205079999999924);wind;600
Point (9.86738740000000014 53.50327779999999933);wind;600
Point (9.7634874000000007 54.74349180000000104);wind;
Point (8.51871930000000077 53.5255701999999971);wind;
Point (9.10843129999999945 54.77526999999999902);wind;
Point (9.76490489999999944 54.72834770000000049);wind;
Point (9.11773179999999961 54.779672699999999);wind;
Point (9.11808650000000043 54.78228210000000331);wind;
Point (9.11318780000000039 54.77467399999999742);wind;
Point (9.1214884000000005 54.77700300000000055);wind;
Point (9.09504330000000039 54.79474119999999715);biogas;
Point (9.11554300000000062 54.77711879999999667);wind;
Point (11.01522019999999991 53.946007299999998);wind;
Point (9.58934020000000054 54.54952120000000093);wind;
Point (11.01908489999999929 53.94936409999999682);wind;
Point (11.02896299999999918 53.94691259999999744);wind;
Point (11.02323379999999986 53.94967820000000103);wind;
Point (11.02280460000000062 53.94789759999999745);wind;
Point (10.68525200000000019 53.85964010000000002);hydro;30
Point (10.84069719999999926 53.93243319999999841);wind;600
Point (9.00714870000000012 53.99679880000000054);wind;
Point (8.28735939999999971 53.5963836000000029);wind;yes
Point (8.67038980000000059 53.49931720000000013);wind;2000
Point (8.276586 53.60252009999999956);wind;yes
Point (8.67121589999999998 53.50114839999999816);wind;2000
Point (8.66878050000000044 53.49800249999999835);wind;2000
Point (9.73144929999999952 54.93200680000000347);wind;yes
Point (8.94905600000000057 53.95626469999999841);wind;3
Point (9.59496970000000005 54.97618889999999681);wind;yes
Point (9.59487730000000028 54.97711280000000045);wind;yes
Point (8.49104140000000029 53.67917280000000346);biomass;
Point (8.57651290000000088 53.65006290000000178);biomass;
Point (8.50265420000000027 53.67262180000000171);wind;500
Point (8.50046779999999913 53.67000190000000259);wind;500
Point (8.51327930000000066 53.6667466000000033);wind;500
Point (8.5044663000000007 53.66726229999999731);wind;500
Point (8.50563690000000072 53.67154579999999697);wind;500
Point (8.50948029999999989 53.66883630000000238);wind;500
Point (8.50790849999999921 53.67015419999999892);wind;500
Point (8.50317880000000059 53.66852469999999897);wind;500
Point (8.5044663000000007 53.66605899999999707);wind;500
Point (8.51163820000000015 53.66777259999999927);wind;500
Point (8.50631899999999952 53.66853600000000313);wind;500
Point (8.50870680000000057 53.66747310000000226);wind;500
Point (10.49354549999999975 53.88287780000000282);wind;150
Point (10.49281840000000088 53.88186499999999768);wind;150
Point (9.16236490000000003 54.18090670000000131);wind;
Point (8.53679720000000053 53.67393390000000153);biomass;
Point (8.58229809999999915 53.44948519999999803);wind;1300
Point (10.11909909999999968 54.04522670000000062);biogas;
Point (8.57819869999999973 53.44577199999999806);wind;1300
Point (8.58388590000000029 53.45158020000000221);wind;1300
Point (8.58555959999999985 53.45345869999999877);wind;1300
Point (8.58004500000000014 53.44760680000000264);wind;1300
Point (8.94462919999999961 53.96010319999999894);wind;3
Point (8.57679319999999912 53.44388719999999893);wind;1300
Point (8.94107080000000032 53.96233370000000207);wind;3
Point (8.94608000000000025 53.95799900000000093);wind;3
Point (10.98167029999999933 54.32701999999999742);wind;
Point (10.95818700000000057 54.30353360000000151);wind;
Point (11.06002600000000058 54.30809270000000311);wind;
Point (10.90301099999999934 54.23405379999999809);wind;
Point (10.98230219999999946 54.32514290000000301);wind;
Point (10.95244819999999919 54.30250749999999726);wind;
Point (10.95883360000000017 54.29713879999999904);wind;
Point (10.89809419999999918 54.23438240000000121);wind;
Point (10.96760940000000062 54.32382069999999885);wind;
Point (10.95241569999999953 54.29782649999999933);wind;
Point (10.90236119999999964 54.2272761999999986);wind;
Point (10.90378899999999973 54.22343690000000294);wind;
Point (10.95314699999999952 54.29964400000000069);wind;
Point (10.9379092 54.23263680000000164);wind;
Point (10.90097839999999962 54.22865440000000348);wind;
Point (10.96314339999999987 54.32956399999999775);wind;
Point (10.95348279999999974 54.2961006000000026);wind;
Point (10.95884219999999942 54.29916930000000264);wind;
Point (10.91101450000000028 54.22035720000000225);wind;
Point (10.96771099999999954 54.32859549999999871);wind;
Point (10.94089540000000049 54.2310019999999966);wind;
Point (10.9080566000000001 54.22627669999999966);wind;
Point (10.96678310000000067 54.33042879999999997);wind;
Point (11.06033429999999917 54.30722169999999949);wind;
Point (10.90329949999999926 54.22554310000000299);wind;
Point (10.96416329999999917 54.3256149999999991);wind;
Point (10.94192379999999964 54.22245589999999993);wind;
Point (11.06675210000000042 54.31218140000000005);wind;
Point (10.94271009999999933 54.22502769999999828);wind;
Point (10.96864470000000047 54.32676829999999768);wind;
Point (10.9720955 54.32426879999999869);wind;
Point (10.95885709999999946 54.30090059999999852);wind;
Point (8.88944000000000045 54.51031880000000029);wind;
Point (10.90700930000000035 54.23537449999999893);wind;
Point (10.84683360000000008 53.87426010000000076);wind;
Point (10.64551029999999976 54.05080879999999866);wind;
Point (10.84764020000000073 53.87334520000000282);wind;
Point (10.84885990000000078 53.87374789999999791);wind;
Point (9.62126519999999985 53.82931260000000151);wind;
Point (8.83857240000000033 54.98240549999999871);wind;yes
Point (9.62304849999999945 53.82714529999999797);wind;
